pF,logK_cmd,manual,Sample_ID,Depth_text,Plot_ID,Depth_ID,Winter_Cover,Tillage_Type,Depth_Top,Depth_Bottom,Replicate,Distance_From_East_Edge_Approx_m,Sampled_Date
2.341,-2.4,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.38,-2.49,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.422,-2.59,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.463,-2.69,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.501,-2.82,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.539,-2.87,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.58,-2.89,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.622,-2.99,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.666,-3,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.715,-3.08,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.764,-3.19,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.811,-3.31,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.858,-3.45,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
2.904,-3.52,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
3.49,-4.65,NA,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
-1,1.78,1,32B,20 - 25 cm,32,B,CC,ST,20,25,8,30,11/17/2017
1.897,-0.57,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
1.913,-0.67,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
1.928,-0.76,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
1.942,-0.88,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
1.959,-0.97,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
1.983,-1.11,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.01,-1.28,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.037,-1.38,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.061,-1.53,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.083,-1.55,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.112,-1.65,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.15,-1.74,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.191,-1.92,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.232,-2.04,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.276,-2.12,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.323,-2.25,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.374,-2.37,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.426,-2.5,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.479,-2.6,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.529,-2.73,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.578,-2.79,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.636,-2.86,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.704,-2.98,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.772,-3.13,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.836,-3.25,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
2.904,-3.32,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
3.707,-4.55,NA,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
-1,2.75,1,32T,0 - 5 cm,32,T,CC,ST,0,5,8,30,11/17/2017
1.863,-0.59,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
1.9,-0.91,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
1.933,-1.2,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
1.964,-1.39,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
1.994,-1.56,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.014,-1.8,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.022,-1.99,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.034,-2.11,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.046,-2.22,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.052,-2.32,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.085,-2.34,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.135,-2.35,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.173,-2.4,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.209,-2.47,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.241,-2.52,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.274,-2.6,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.312,-2.65,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.348,-2.73,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.385,-2.74,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.424,-2.84,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.462,-2.88,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.502,-2.93,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.541,-3.03,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.58,-3.09,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.617,-3.15,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.654,-3.21,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.69,-3.3,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.725,-3.35,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.759,-3.39,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.791,-3.42,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.818,-3.5,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.843,-3.51,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.872,-3.57,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.901,-3.63,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.931,-3.7,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.962,-3.78,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
2.996,-3.74,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
3.029,-3.8,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
3.06,-3.91,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
3.579,-4.6,NA,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
-1,1.4,1,5B,20 - 25 cm,5,B,NO,CT,20,25,2,40,11/18/2017
1.545,-0.87,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.569,-0.53,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.595,-0.59,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.621,-0.69,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.644,-0.8,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.666,-0.89,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.688,-0.96,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.712,-1,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.736,-1.08,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.762,-1.14,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.788,-1.23,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.814,-1.33,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.84,-1.44,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.864,-1.56,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.886,-1.65,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.909,-1.69,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.933,-1.79,NA,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
-2,3.48,1,5T,0 - 5 cm,5,T,NO,CT,0,5,2,40,11/18/2017
1.665,-0.45,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.684,-0.57,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.706,-0.59,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.729,-0.57,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.756,-0.51,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.782,-0.55,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.803,-0.6,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.824,-0.6,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.853,-0.58,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.884,-0.68,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.919,-0.74,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.955,-0.83,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.988,-0.98,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.017,-1.09,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.049,-1.18,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.088,-1.28,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.127,-1.41,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.168,-1.54,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.211,-1.66,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.262,-1.78,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.318,-1.94,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.369,-2.07,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.413,-2.26,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.455,-2.37,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.498,-2.46,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.542,-2.55,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.588,-2.64,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.635,-2.77,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.689,-2.81,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.751,-2.91,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
2.803,-3.03,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
3.594,-4.57,NA,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
-1,1.98,1,5T2,0 - 5 cm,5,T,NO,CT,0,5,2,40,06/11/2018
1.799,-0.59,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
1.818,-0.65,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
1.836,-0.73,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
1.853,-0.89,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
1.871,-0.93,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
1.888,-1.02,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
1.908,-1.03,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
1.928,-1.18,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
1.948,-1.22,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
1.971,-1.27,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
1.997,-1.34,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.028,-1.36,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.065,-1.49,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.104,-1.65,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.138,-1.84,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.168,-1.93,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.198,-2.05,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.226,-2.16,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.254,-2.22,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.283,-2.31,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.312,-2.35,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.341,-2.43,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.371,-2.49,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.403,-2.56,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.438,-2.58,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.472,-2.78,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.505,-2.84,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.54,-2.89,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.577,-2.93,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.615,-2.98,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.656,-3.08,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.699,-3.18,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.742,-3.29,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.786,-3.39,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
2.83,-3.46,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
3.422,-4.52,NA,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
0.1,1.57,1,6B,20 - 25 cm,6,B,NO,ST,20,25,2,40,11/18/2017
1.934,-0.55,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
1.961,-0.64,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
1.992,-0.77,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.026,-0.87,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.064,-0.98,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.107,-1.14,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.148,-1.26,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.189,-1.37,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.229,-1.48,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.267,-1.64,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.304,-1.76,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.342,-1.86,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.379,-1.97,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.422,-2.03,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.468,-2.16,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.515,-2.27,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.564,-2.38,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.608,-2.55,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.646,-2.71,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.682,-2.75,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.722,-2.81,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.767,-2.82,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.814,-2.9,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
2.862,-3.01,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
3.638,-4.71,NA,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
-1,2.32,1,6T2,0 - 5 cm,6,T,NO,ST,0,5,2,40,06/11/2018
1.644,-0.42,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.67,-0.43,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.697,-0.47,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.721,-0.56,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.745,-0.6,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.767,-0.56,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.787,-0.62,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.807,-0.67,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.825,-0.73,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.843,-0.87,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.862,-0.91,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.881,-1.02,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.898,-1.13,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.917,-1.2,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.936,-1.35,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.954,-1.41,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.972,-1.57,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.989,-1.62,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.006,-1.68,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.024,-1.75,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.043,-1.78,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.064,-1.86,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.086,-1.97,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.109,-2.05,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.134,-2.06,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.159,-2.15,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.187,-2.13,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.219,-2.21,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.253,-2.28,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.289,-2.39,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.324,-2.52,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.357,-2.61,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.389,-2.71,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.422,-2.79,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.455,-2.85,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.488,-2.93,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.52,-3.01,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.552,-3.05,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.583,-3.1,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.613,-3.17,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.642,-3.2,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.671,-3.26,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.699,-3.31,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.729,-3.35,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.76,-3.39,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.794,-3.3,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.828,-3.4,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.864,-3.44,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.898,-3.53,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.931,-3.59,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
2.962,-3.65,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
3.509,-4.69,NA,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
-1,1.72,1,7B,20 - 25 cm,7,B,CC,ST,20,25,2,40,11/18/2017
1.605,-0.51,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.635,-0.62,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.654,-0.66,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.686,-0.84,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.72,-0.96,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.744,-1.14,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.775,-1.09,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.808,-1.08,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.831,-1.19,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.858,-1.15,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.894,-1.24,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.936,-1.37,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
1.977,-1.5,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.014,-1.58,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.054,-1.64,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.096,-1.58,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.137,-1.51,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.156,-1.5,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.18,-1.98,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.216,-2.23,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.254,-2.26,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.305,-2.33,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.353,-2.45,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.405,-2.46,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.457,-2.54,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.517,-2.6,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.577,-2.69,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.629,-2.82,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.658,-3.09,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
2.707,-3.17,NA,7T,0 - 5 cm,7,T,CC,ST,0,5,2,40,11/18/2017
